Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
c1f8f7534aa2d27eef86cdf7522067c19f02db6a,"[CALCITE-4167] Group by COALESCE IN throws NullPointerException

The root cause is that the COALESCE operand type was wrongly replaced by
`SqlToRelConverter#adjustInputRef`, actually, for an agg as bb root, there
is no need to do such adjust. Because the nullability does not change and
the agg type is not same with the bb's scope.

Tweak the `#adjustInputRef` to only fix type nullability, if there
are cases that the type name also changes, just return the original node
and let the subsequent conversion work flow throw.",['68b02dfd4af15bc94a91a0cd2a30655d04439555'],False,"['SqlToRelConverter.java', 'SqlToRelConverterTest.java', 'SqlToRelConverterTest.xml']"
e84f635020a6c3653b4f1456d64edb86efb2fea8,"[CALCITE-4171] Support named parameters for table window functions

* Changes SqlArgumentAssignmentOperator to allow non-scala query as operand
* In SqlCallBinding, matches the permuted operand by name with name matcher
* Refactor SqlWindowTableFunction and its sub-class to reuse same logic
* Do not patch up the SqlWindowTableFunction with DEFAULTs when sql validation",['c1f8f7534aa2d27eef86cdf7522067c19f02db6a'],False,"['EnumUtils.java', 'CalciteResource.java', 'SqlCallBinding.java', 'SqlHopTableFunction.java', 'SqlSessionTableFunction.java', 'SqlTumbleTableFunction.java', 'SqlWindowTableFunction.java', 'SqlArgumentAssignmentOperator.java', 'SqlValidatorImpl.java', 'CalciteResource.properties', 'SqlToRelConverterTest.java', 'SqlValidatorTest.java', 'SqlToRelConverterTest.xml', 'stream.iq', 'reference.md']"
c17dacabe8effe8d644070d5aceb902776f8e23b,"[CALCITE-4168] Configure Gradle local build cache

This commit configures local build cache, and it delegates
Gradle execution to burrunan/gradle-cache-action.

It unlocks fine-grained remote build cache with GitHub Actions backend
(=faster builds), and it adds error markers
(e.g. compilation errors right in the commit diffs)

See https://github.com/burrunan/gradle-cache-action#gradle-cache-action",['e84f635020a6c3653b4f1456d64edb86efb2fea8'],False,"['main.yml', 'build.gradle.kts', 'gradle.properties', 'settings.gradle.kts']"
6968f0af4aa4d0ec6cdc86dfb8372fe8652de7b9,"Add assertion that relnode after pass through traits has the same convention

Change-Id: I5dbb39899809055340fe14fa1c09bc25835dd5be",['c17dacabe8effe8d644070d5aceb902776f8e23b'],False,['TopDownRuleDriver.java']
dc7bcc550caa5232b51200640c208769fb22787c,"Refactor

In RexProgramTest, construct literals when needed, rather than caching in variables.

The word 'comparison' is mis-spelled in a few places.

Deprecate RelReferentialConstraint.getNumColumns().

Change TableFunctionScanFactory argument from RexNode to RexCall.",['6968f0af4aa4d0ec6cdc86dfb8372fe8652de7b9'],False,"['RelReferentialConstraint.java', 'RelReferentialConstraintImpl.java', 'RelFactories.java', 'MaterializedViewRule.java', 'SqlKind.java', 'TypeCoercionImpl.java', 'RelBuilder.java', 'RexProgramBuilderBase.java', 'RexProgramTest.java']"
9ca61f020d134032dac8167b83bf431f078e33c5,"[CALCITE-4159] Simplify always-true expressions (such as LIKE '%') to TRUE

RexSimplify needs to recognize that the following expressions
can be simplified to TRUE:

* c < 0 OR c >= 0 OR c IS NULL
* c < 2 OR c > 0 OR c IS NULL
* c LIKE '%' OR c IS NULL

To enable this fix, we pull 'IS NULL' terms to the front of a list of
OR-terms, so that by the time the subsequent terms are reached they
know that the term's value is not NULL.

Close apache/calcite#2105",['ca6c590718599e0b3420757b775994e1075843cc'],False,"['RelOptPredicateList.java', 'RexSimplify.java', 'Util.java', 'RexProgramBuilderBase.java', 'RexProgramTest.java', 'UtilTest.java']"
2db42f8c86207285a20c63b21fe25fe0e2474893,"[CALCITE-4185] Remove dependency between checkstyle and compilation tasks

See https://github.com/gradle/gradle/issues/14227",['6cc8aa1a9782d429e823641cb62b5ce34495e7da'],False,['build.gradle.kts']
39cf82b8bf94b9240fe4592706d8eeb2952712f0,"[CALCITE-2082] Do not store types or type factories inside operators

Rationale: A SqlOperator has a lifetime that spans several
statements; but a type factory is only for one statement, and
each type belongs to that factory. We want to share
SqlOperator instances across statements and connections,
therefore we need to create them before there is a type
factory.

In particular:
* Remove (deprecate) method
  `List<RelDataType> SqlOperator.getParamTypes()`;
* Remove `RelDataTypeFactory` argument from
  `SqlUserDefinedAggFunction` constructor, and remove its
  `typeFactory` field.
* Add `interface SqlOperandMetadata extends
  SqlOperatorTypeChecker`, which has new methods
  `List<RelDataType>> paramTypes(RelDataTypeFactory)`
  and `List<String> paramNames()`.

The `SqlOperandMetadata` interface will typically be
implemented only for user-defined functions. Unlike SQL
built-in functions, UDFs have a fixed set of parameters
(although some of them may be optional), and the parameters
have names.

In `interface SqlOperandTypeChecker`, add method `boolean
isFixedParameters()`. Will typically return true for UDFs,
false for built-in functions. Returns false for table window
functions (e.g. HOP), even though these have named parameters
(which tends to make them look a bit like UDFs).

Following [CALCITE-4171], change `instanceof SqlWindowTableFunction`
to `checker.isFixedParameters()`, because it is less specific.

Add `SqlKind` argument to UDF constructors; we will populate it
using Java annotations in [CALCITE-1861].",['314f5f6fc73b9e99abfdd4227413e4cf44e40741'],False,"['CalciteCatalogReader.java', 'SqlAggFunction.java', 'SqlCallBinding.java', 'SqlFunction.java', 'SqlHopTableFunction.java', 'SqlOperator.java', 'SqlSessionTableFunction.java', 'SqlTumbleTableFunction.java', 'SqlUtil.java', 'SqlWindowTableFunction.java', 'ExplicitOperandTypeChecker.java', 'OperandMetadataImpl.java', 'OperandTypes.java', 'SqlOperandMetadata.java', 'SqlOperandTypeChecker.java', 'SqlUserDefinedAggFunction.java', 'SqlUserDefinedFunction.java', 'SqlUserDefinedTableFunction.java', 'SqlUserDefinedTableMacro.java', 'TypeCoercionImpl.java', 'MockSqlOperatorTable.java', 'PigRelSqlUdfs.java', 'PigUserDefinedFunction.java']"
368e579fdc6bd83acf303055a59e2f6672fc48aa,"Update Checkstyle from 8.27 to 8.28 to support package-info files with imports

see https://github.com/checkstyle/checkstyle/issues/7117",['425f170a9b0589cb7f693e93cbcd044e9ab98c75'],False,['gradle.properties']
88d18185e6177c9df587bdd23dd4049f59adc2e4,"[CALCITE-4015] Pass through parent collation request on subset or superset of join keys for EnumerableMergeJoin.

Collations can pass through even when required collations are subset or superset on join keys.

For subset case, collations must be extended to make sure join keys are all sorted. Collations must be the prefix of sort keys.

For superset case, collations must be either all defined on left join input, or right join input. Collations must be prefix of join keys. All collations can be pushed down to the side on which collations are fully defiend. Only collations that are defined on join keys can be pushed down to another side.",['f0aff98b92f0c681820829f839fc3f181763e49a'],False,"['EnumerableMergeJoin.java', 'RelCollations.java', 'ImmutableIntList.java', 'RelCollationTest.java', 'TopDownOptTest.java', 'TopDownOptTest.xml']"
175851b033bc94d3df0e883839b4be6ed8405d19,"Use merge=union strategy to avoid false merge conflicts on CalciteResource.properties

merge=union avoid merge conflicts by selecting the union of the lines.
It might result in duplicate lines if different commits edit the same
line, however, it is unlikely case for CalciteResources.",['88d18185e6177c9df587bdd23dd4049f59adc2e4'],False,['.gitattributes']
e0480a9060dd62833b504072295bb3ac85e94251,"[CALCITE-3399] Field-pruning for set operators (except UNION ALL) changes query semantics (Jin Xing)

Any SET operations that have comparison between branches can not trim fields.

close apache/calcite#2125",['103c73f639443e84fae4a600aa5ab05a8139cf91'],False,"['RelFieldTrimmer.java', 'SqlToRelConverterTest.java', 'SqlToRelConverterTest.xml']"
6842b70b52d556f2be973df6090e0cb69d5f565d,"[CALCITE-4206] RelDecorrelator outputs wrong plan for correlate sort with fetch limit

Can not decorrelate if the sort has per-correlate-key attributes like
offset or fetch limit, because these attributes scope would
change to global after decorrelation. They should take effect within
the scope of the correlation key actually.",['e0480a9060dd62833b504072295bb3ac85e94251'],False,"['RelDecorrelator.java', 'SqlToRelConverterTest.java', 'SqlToRelConverterTest.xml']"
962d9a27ae2801fedbcd35a1f928cc9b73ca60c4,"Obsolete SqlToRelConverter.ConfigBuilder, and refactor SqlToRelConverterTest

SqlToRelConverter.Config now has a withXxx method for each
property, so there is no need for a builder. Implementation
is based upon ImmutableBeans.

Provide methods in TesterImpl and Sql to directly change the
configuration of SqlToRelConverter and RelBuilder. This makes
test fixtures more composable.",['850f0f4a04fc2399b8fd1c1fed532cd8e1e39514'],False,"['RelOptCluster.java', 'CalciteMaterializer.java', 'CalcitePrepareImpl.java', 'PlannerImpl.java', 'Prepare.java', 'SqlToRelConverter.java', 'Frameworks.java', 'RelBuilder.java', 'ToLogicalConverterTest.java', 'RelToSqlConverterTest.java', 'AbstractMaterializedViewTest.java', 'RelOptRulesTest.java', 'RelOptTestBase.java', 'SqlHintsConverterTest.java', 'SqlToRelConverterTest.java', 'SqlToRelTestBase.java', 'TopDownOptTest.java', 'TypeCoercionConverterTest.java']"
76f26b8319e66c30c6cbfdfba6d5b2839cdedfa2,"[CALCITE-4220] In SqlToRelConverter, use RelBuilder for creating Aggregate

Move the code added by ""[CALCITE-1824] GROUP_ID returns wrong result""
from SqlToRelConverter to RelBuilder. Now GROUP_ID is handled
correctly if created via RelBuilder.

Fix a bug where, in a query with multiple GROUPING SETS,
RelBuilder incorrectly simplifed an Aggregate to a Project.
That simplification is valid only with a single groupng set.",['962d9a27ae2801fedbcd35a1f928cc9b73ca60c4'],False,"['AggregatingSelectScope.java', 'SqlToRelConverter.java', 'PigRelBuilder.java', 'RelBuilder.java', 'RelBuilderTest.java', 'RelOptRulesTest.java', 'SqlToRelConverterTest.java', 'SqlToRelTestBase.java', 'SqlToRelConverterTest.xml', 'agg.iq', 'PigRelBuilder.java']"
fb2a02fb78f4e5b9b887645651b4b285ed68dacd,"Remove ArrayList allocation from Mappings#bijection, and add helpful message in case NPE is thrown

bijection requires all indices from [0..targets.size()-1) to be mapped
to non-null, and NPE was thrown if that is not the case.

The change adds extra message, so it is easier to see what aas the mapping.",['ad164ededa78a4b5383e636006e41ed98409ba7b'],False,['Mappings.java']
60aa74f4e5b3b01ad90cb9ee9a4520483d45b2b4,"[CALCITE-4237] Following [CALCITE-4173], fix assertion error when RexSimplify generates Sarg with single null only

Fix TpcdsTest expected output.

Add a test for IS NULL Sarg (Julian Hyde).

Close apache/calcite#2144
Close apache/calcite#2141",['eb4011bb4b9d962c2f8e6767cbee8c23435ef939'],False,"['RexSimplify.java', 'RexProgramTest.java', 'TpcdsTest.java']"
740444503fd26c7bc45d35b5e6d099d6954efecf,"[CALCITE-4200] ExceptionInInitializerError when initializing DruidRules

Refactor DruidRules to conform with the RelRule API guidelines to
resolve the initialization error and homogenize the code.

Create Config.DEFAULT in Druid specific configurations and use that for
instantiating the rules.

Use Config.DEFAULT instead of RelRule.config to create rule extensions
for Druid to cut out dependency in CoreRules holder class.",['60aa74f4e5b3b01ad90cb9ee9a4520483d45b2b4'],False,['DruidRules.java']
c09c08076bdab92c6a8b2ea62b2eeeada4471b2b,[CALCITE-4201] AssertionError when registering Druid rules due to conflict in description,['740444503fd26c7bc45d35b5e6d099d6954efecf'],False,['DruidRules.java']
fb8961528ff559e109612465cdef3e62eee852e2,"[CALCITE-4221] Update stale integration tests in Druid adapter

Update doc of DruidAdapterIT and DruidAdapter2IT to reflect the
new dockerized Druid setup.

The changes in the following tests are due to CALCITE-4202:

* testSelectDistinctWiki
* testSelectDistinctWikiNoColumns
* testSelectDistinctWikiNoTables
* testSelectDistinct
* testFilterUnionPlan
* testDistinctCount
* testPushComplexFilter
* testCountOnMetric
* testCountOnMetricRenamed
* testPushEqualsCastDimension
* testPushNotEqualsCastDimension
* testComplexExpressionsIsNull

The changes in the following tests are due to CALCITE-4212:

* testSelectTimestampColumnNoTables1
* testUnionPlan
* testProject
* testTimeExtractThatCannotBePushed
* testSubStringExpressionFilter

The changes in the following tests are due to both CALCITE-4212 and
CALCITE-4202:

* testUnionPlan
* testDistinctCountOnMetric
* testDistinctCountOnMetricRenamed
* testDistinctCountWhenApproxResultsNotAccepted
* testFilterClauseWithMetricRefAndAggregates

The rest of the changes are normal improvements of the optimizer.

Problematic tests are skipped with the appropriate JIRA references
describing the problem.",['c09c08076bdab92c6a8b2ea62b2eeeada4471b2b'],False,"['Bug.java', 'DruidAdapter2IT.java', 'DruidAdapterIT.java']"
ea2b32e11dc6a0744fc93b8d33d7dfa1da70e674,[CALCITE-4258] SqlToRelConverter: SELECT 1 IS [NOT] DISTINCT FROM NULL fails with AssertionError,['8250798e4107c639dad122baf868137b35032001'],False,"['RelOptPredicateList.java', 'misc.iq']"
0c5bb1a345f39cab3eaa3b95a77c1e8831e667e1,"Refactor SqlParserTest

Store StringAndPos rather than the SQL string in a test. This
makes it easier to write positive and negative tests on same
SQL string, because we don't have to keep the carets (that
indicate the error position) in the SQL string. If you want
real carets in a SQL string, you can now write ""^^"". Remove
the sansCarets() method, as it is no longer necessary.

Pass SqlDialect into negative and expression tests.

Add constants in SqlParserTest for common dialects.",['ea2b32e11dc6a0744fc93b8d33d7dfa1da70e674'],False,"['BabelParserTest.java', 'SqlParserUtil.java', 'SqlParserTest.java', 'SqlAdvisorTest.java']"
6a3a7e49f99f2bfb4b32222af00536bccbe19c53,"[CALCITE-4249] JDBC adapter cannot translate NOT LIKE in join condition

Fix bug translating Sarg to SQL, and add a test case for it.
(The test case only demonstrates the bug on [CALCITE-4262]
branch, where SqlToRelCovnerter uses RelBuilder.filter rather
than LogicalFilter.create, and therefore introduces a Sarg.)",['5419f12f48399b0311071aca8d89762d8dad4929'],False,"['SqlImplementor.java', 'SqlUtil.java', 'RelToSqlConverterTest.java']"
723e7e603e52f171adfeff45798d52115b5dbd7b,"Fix typos in the documentation of adapters

Close apache/calcite#2165",['81db26dd077c44242417d2dbd1cd9f78890a4a73'],False,['adapter.md']
27e7f19a75033f44895d1c83efc6adf4f0e64856,"[CALCITE-2833] In JDBC adapter for Hive and BigQuery, implement Values by generating SELECT without FROM (Stuti Gupta)

Since this PR was created, we fixed [CALCITE-3191], which
covers a lot of the original PR. The improvements for Hive
and BigQuery are still worthwhile, so I rebased and fixed up
the PR. (Julian Hyde)

Close apache/calcite#1052",['8ffedcce67af8af7f262e1b0668c3e8374fbbd41'],False,"['RelToSqlConverter.java', 'BigQuerySqlDialect.java', 'HiveSqlDialect.java', 'RelToSqlConverterTest.java']"
d701495640df77992b43093422e9331de103d9fd,"[CALCITE-4176] Key descriptor can be optional in SESSION table function

Fix style

Fix style

Adding tests to check time column for TUMBLE/HOP table function

Fix style",['27e7f19a75033f44895d1c83efc6adf4f0e64856'],False,"['SqlHopTableFunction.java', 'SqlSessionTableFunction.java', 'SqlTumbleTableFunction.java', 'SqlWindowTableFunction.java', 'SqlValidatorTest.java']"
1050b36cafbb0c487b7a2ade3efd12850609717e,"Add MaxMetaspaceSize=512m to avoid metaspace issues when building Calcite

Gradle defaults to 256m which seems to be too small",['0d520632dbac95686f6686c7c78dd25334e23fd3'],False,['gradle.properties']
efbf39973b010ec3c2154545e729307d57f08e3d,[CALCITE-3841] Change downloads page to use downloads.apache.org,['1050b36cafbb0c487b7a2ade3efd12850609717e'],False,['index.md']
84ac41900bc41fc38bc5238b3bb53f765b70349b,"[CALCITE-4259] Support JDK 15 and Guava version 29.0-jre

Calcite still supports JDK 8 and higher, and Guava 19.0 and higher.

Upgrade io.airlift.tpch-0.1 to io.prestosql.tpch-1.0.

In guava-29, RangeSet.toString() changed format. Change
Calcite's formatting of Sargs to match, and add wrappers so
that tests pass on all versions of Guava.

Remove log4j; disable checking for warnings in
SqlHintsConverterTest. Danny Chen has agreed to re-enable
shortly.

Switch CI from JDK 14 to 15

Throw if SQL strings in RelOptRulesTest have trailing spaces;
the spaces make reference logs brittle.

Simplify description of which JDKs we support.

Close apache/calcite#2153",['efbf39973b010ec3c2154545e729307d57f08e3d'],False,"['main.yml', '.travis.yml', 'build.gradle.kts', 'CassandraExtension.java', 'build.gradle.kts', 'RangeSets.java', 'DateRangeRulesTest.java', 'RexProgramTest.java', 'Matchers.java', 'MaterializedViewRelOptRulesTest.java', 'RelBuilderTest.java', 'RelOptTestBase.java', 'SqlHintsConverterTest.java', 'SqlToRelConverterTest.java', 'RangeSetTest.java', 'TestUtil.java', 'TestUtilTest.java', 'RelOptRulesTest.xml', 'SqlToRelConverterTest.xml', 'sort.iq', 'GeodeBookstoreTest.java', 'gradle.properties', 'build.gradle.kts', 'TpchSchema.java', 'TpchTest.java', 'history.md', 'SparkAdapterTest.java']"
00f2dbacb7675b65fa19fe7cfe6f446687f92f8f,[CALCITE-4289] Fix wrong signature message in SqlTumbleWindowFunction,['84ac41900bc41fc38bc5238b3bb53f765b70349b'],False,"['SqlTumbleTableFunction.java', 'SqlValidatorTest.java']"
67f3c5d40130c76ddf22a587cab1f2640028c1fa,Fix grammatical errors,['e0fa8ee3ad7ce65c851775cba10ee4649db44b4b'],False,"['algebra.md', 'druid_adapter.md', 'elasticsearch_adapter.md']"
2ab9a2bea3b22b3a7d15affa2fdd2c8133085212,"Fix adapter doc grammatical errors

Resolve review comments

Squash commits",['c84dd53414ddb20fcd0817dd1f064812546e6acc'],False,['file_adapter.md']
0b2dfb70dd9a97495283388a9edcbe2b12ddfec3,"[CALCITE-4238] Create a default parser configuration, to reduce redundant information in sub-parsers

With this change, we no longer require each sub-project
parser to have its own list of non-reserved keywords. For
example, ""HOP"" and ""TUMBLE"" had been added to core/main's
nonReservedKeywords but not core/test, server, babel; that
was probably a mistake.

Create default_config.fmpp, include it in derived parsers,
and remove properties from parsers' config.fmpp files if they
are the same as those in default_config.fmpp.

Close apache/calcite#2167",['2ab9a2bea3b22b3a7d15affa2fdd2c8133085212'],False,"['config.fmpp', 'FmppTask.kt', 'config.fmpp', 'default_config.fmpp', 'Parser.jj', 'config.fmpp', 'config.fmpp']"
43eeafcbac29d02c72bd520c003cdfc571de2d15,[CALCITE-4298] Avoid disabling hostname verification on HTTPS connections,['ab19f98172848fe303a18173946c2def0b0d0312'],False,['HttpUtils.java']
f704450de0c24faa106206d2da4981cdf385d45f,"Improve positions in SQL validator error messages

Move class StringAndPos to top-level from SqlParserUtil.

Add RelBuilder.aggregateCall(AggregateCall), to create a
RelBuilder.AggCall with the same contents as an AggregateCall.

Add ImmutableBitSet.toImmutableBitSet, Util.first(List),
Util.first(List, int), Pair.forEach(Iterable, BiConsumer).",['766f555c2091b2cb877ae3c70a59098e68503325'],False,"['BabelParserTest.java', 'Parser.jj', 'AggregateExtractProjectRule.java', 'SqlDataTypeSpec.java', 'SqlParserUtil.java', 'StringAndPos.java', 'RelFieldTrimmer.java', 'RelBuilder.java', 'ImmutableBitSet.java', 'Pair.java', 'Util.java', 'SqlParserTest.java', 'AbstractSqlTester.java', 'SqlAdvisorTest.java', 'SqlOperatorBaseTest.java', 'SqlRuntimeTester.java', 'SqlTester.java', 'SqlTests.java', 'SqlAdvisorJdbcTest.java', 'SqlTestGen.java', 'SqlValidatorMatchTest.kt', 'SqlValidatorTest.java', 'SqlValidatorTestCase.java', 'ImmutableBitSetTest.java', 'UtilTest.java', 'PigRelBuilder.java']"
8a7e1be96faa1720de828748e5ed819f32dbcdb4,[CALCITE-4300] EnumerableBatchNestedLoopJoin dynamic code generation can lead to variable name issues if two EBNLJ are nested,['87e7338e82f9dfb1373cee87b99f4741dd556d95'],False,['EnumerableBatchNestedLoopJoin.java']
ec5b75a9f87d0380db8202d0201d5e5225206c84,[CALCITE-4215] Avoid NPE in RelOptTableImpl.getMonotonicity when collations is null,['92ea5a2f65f8a12f9c7a62986c5d1527f24e2e5b'],False,['RelOptTableImpl.java']
2f1d764297233a60fed85dd10f2954240da6663a,"[CALCITE-4215] Avoid NPE in RelMdCollation from ImmutableList.copyOf

Return null instead when metadata is not known",['97e4f0c11e18dbfde505e5b82143e0bd9512e0e4'],False,['RelMdCollation.java']
47871235177a3a0d398b1d890d1d2e947028e052,[CALCITE-4215] Avoid NPE in RelFieldTrimmer when collations is null,['2f1d764297233a60fed85dd10f2954240da6663a'],False,['RelFieldTrimmer.java']
58adcae950666bde29687eab401a0d4b479a2071,[CALCITE-4215] Avoid NPE when monotonicity returns null,['47871235177a3a0d398b1d890d1d2e947028e052'],False,"['SqlPrefixOperator.java', 'SqlExtractFunction.java', 'SqlFloorFunction.java', 'SqlMonotonicBinaryOperator.java', 'SqlValidatorUtil.java']"
1f57bd4614ee0160de4f37bf6f000345dc194f85,[CALCITE-4215] Avoid NPE when getReferentialConstraints() returns null,['58adcae950666bde29687eab401a0d4b479a2071'],False,"['ReflectiveSchema.java', 'MaterializedViewRule.java']"
092244135940e7e288d245904a37e550450a0ecd,[CALCITE-4215] Fix handing of null monotonicity in IdentifierNamespace,['1f57bd4614ee0160de4f37bf6f000345dc194f85'],False,['IdentifierNamespace.java']
7df9bba657924b37c5b55a480b13215ba0326707,[CALCITE-4215] Avoid NPE when monotonicity is null,['092244135940e7e288d245904a37e550450a0ecd'],False,"['SqlBinaryOperator.java', 'SqlSubstringFunction.java']"
36b31baa463679db871b15ada78e290d448c0443,"[CALCITE-4314] Add Error Prone code style verification

See https://errorprone.info/

It allows to capture errors like mising switch case branches,
missing override, non-static inner class, etc

The verification can be run locally via ./gradlew -PenableErrorprone classes
Note: Java 11+ is required",['2391c20bfb10760f770c5c7cd6fc488b8c5a4130'],False,"['main.yml', 'build.gradle.kts', 'gradle.properties', 'settings.gradle.kts', 'howto.md']"
b5a94de7d270ecd0defbb7475d797d0e48649955,"[CALCITE-4314] Remove unnecessary parentheses

See https://errorprone.info/bugpattern/UnnecessaryParentheses",['66caa54c5e272f8287ca132ca012733898a38768'],False,"['RelOptUtil.java', 'SubstitutionVisitor.java', 'VolcanoPlanner.java', 'RelMdUniqueKeys.java', 'MutableMatch.java', 'LoptSemiJoinOptimizer.java', 'MaterializedViewRule.java', 'RexToSqlNodeConverterImpl.java', 'SqlDialect.java', 'SqlIntervalQualifier.java', 'SqlWindow.java', 'SetopNamespace.java', 'RelDecorrelator.java', 'RelStructuredTypeFlattener.java', 'PartiallyOrderedSet.java', 'Util.java', 'JsonEnumerator.java', 'BlockBuilder.java']"
d84bb710aed90adbaeae3c65ed3c95c5f68ce749,"[CALCITE-4314] Make abstract class constructors protected rather than public

See https://errorprone.info/bugpattern/UnusedNestedClass",['b5a94de7d270ecd0defbb7475d797d0e48649955'],False,"['JavaRelImplementor.java', 'AggAddContextImpl.java', 'AggResetContextImpl.java', 'WinAggAddContextImpl.java', 'WinAggResultContextImpl.java', 'CalciteSchema.java', 'CommonRelSubExprRule.java', 'RelOptRule.java', 'RelRule.java', 'SubstitutionVisitor.java', 'Prepare.java', 'AbstractRelNode.java', 'BiRel.java', 'ConverterRule.java', 'Correlate.java', 'EquiJoin.java', 'Exchange.java', 'Intersect.java', 'Minus.java', 'Sort.java', 'SortExchange.java', 'Values.java', 'Window.java', 'CalcRelSplitter.java', 'EquiJoin.java', 'Resources.java', 'AbstractTableQueryable.java', 'ReflectiveFunctionBase.java', 'SqlAlter.java', 'SqlCall.java', 'SqlCreate.java', 'SqlDdl.java', 'SqlDrop.java', 'SqlTypeNameSpec.java', 'DelegatingSqlValidatorCatalogReader.java', 'DelegatingSqlValidatorTable.java', 'ListScope.java', 'Frameworks.java', 'AbstractSourceMapping.java', 'AbstractTargetMapping.java', 'GeodeSimpleEnumerator.java', 'BaseQueryable.java', 'QueryProviderImpl.java', 'TransformedEnumerator.java', 'SparkRel.java']"
69b12e0bdf85654e2267bb494ad408bd11f8124c,"[CALCITE-4314] Suppress HidingField warnings

Type type field hides the same field in the superclass.
For now the warning is suppressed to avoid making incompatible changes.

see https://errorprone.info/bugpattern/HidingField",['d84bb710aed90adbaeae3c65ed3c95c5f68ce749'],False,"['ReflectiveSchema.java', 'MultiJoin.java', 'ParameterNamespace.java', 'NewExpression.java', 'TypeBinaryExpression.java']"
1b94f37e888cf2d186362473529e6c147afe0f6e,"[CALCITE-4314] Add missing default branches to switch statement

Note: the changes are mechanical.
The intention is to keep the previous behavior and prevent adding new
non exchaustive switch statements in the future.

See https://errorprone.info/bugpattern/MissingCasesInEnumSwitch",['69b12e0bdf85654e2267bb494ad408bd11f8124c'],False,"['ColumnLoader.java', 'EnumUtils.java', 'EnumerableMatch.java', 'EnumerableRelImplementor.java', 'EnumerableTableScan.java', 'PhysTypeImpl.java', 'RexImpTable.java', 'RexToLixTranslator.java', 'JdbcSchema.java', 'JdbcToEnumerableConverter.java', 'JdbcUtils.java', 'JoinNode.java', 'SetOpNode.java', 'Driver.java', 'JavaTypeFactoryImpl.java', 'Lattice.java', 'ModelHandler.java', 'RelOptUtil.java', 'RexImplicationChecker.java', 'SubstitutionVisitor.java', 'VolcanoRuleCall.java', 'PlannerImpl.java', 'RelOptTableImpl.java', 'RelDotWriter.java', 'RelJson.java', 'RelWriterImpl.java', 'RelMdCollation.java', 'RelMdPredicates.java', 'RelMdSize.java', 'RelToSqlConverter.java', 'SqlImplementor.java', 'AggregateJoinTransposeRule.java', 'DateRangeRules.java', 'ProjectAggregateMergeRule.java', 'ReduceExpressionsRule.java', 'SubQueryRemoveRule.java', 'RelRecordType.java', 'LogicVisitor.java', 'RexBuilder.java', 'RexCallBinding.java', 'RexInterpreter.java', 'RexLiteral.java', 'RexSimplify.java', 'RexUtil.java', 'Resources.java', 'ScalarFunctionImpl.java', 'SqlDialect.java', 'SqlDialectFactoryImpl.java', 'SqlExplain.java', 'SqlLiteral.java', 'SqlOverOperator.java', 'SqlUtil.java', 'SqlSimpleParser.java', 'BigQuerySqlDialect.java', 'ClickHouseSqlDialect.java', 'HiveSqlDialect.java', 'JethroDataSqlDialect.java', 'MysqlSqlDialect.java', 'PrestoSqlDialect.java', 'SqlConvertFunction.java', 'SqlOverlayFunction.java', 'SqlRollupOperator.java', 'SqlPrettyWriter.java', 'FamilyOperandTypeChecker.java', 'SqlTypeName.java', 'SqlTypeTransforms.java', 'SqlTypeUtil.java', 'ReflectiveSqlOperatorTable.java', 'AggChecker.java', 'DelegatingScope.java', 'JoinNamespace.java', 'SqlValidatorImpl.java', 'SqlValidatorUtil.java', 'RelDecorrelator.java', 'SqlToRelConverter.java', 'StandardConvertletTable.java', 'RelBuilder.java', 'BitString.java', 'ImmutableBeans.java', 'Util.java', 'XmlOutput.java', 'DruidConnectionImpl.java', 'DruidDateTimeUtils.java', 'DruidJsonFilter.java', 'ElasticsearchMapping.java', 'PredicateAnalyzer.java', 'Maze.java', 'EnumerableDefaults.java', 'Expressions.java', 'OptimizeShuttle.java', 'UnaryExpression.java', 'MongoSchemaFactory.java', 'MongoSort.java', 'Handler.java', 'FilesTableFunction.java', 'SqlShell.java', 'SplunkPushDownRule.java', 'ParserBenchmark.java']"
edbd35acf76dbd44cc148f036d0d02cbe2105c81,"[CALCITE-4314] Avoid mutable enum fields

See https://errorprone.info/bugpattern/ImmutableEnumChecker",['1b94f37e888cf2d186362473529e6c147afe0f6e'],False,"['CassandraMethod.java', 'CalciteConnectionProperty.java', 'Lex.java', 'NodeTypeHintPredicate.java', 'RexSimplify.java', 'Hook.java', 'Resources.java', 'SqlDialect.java', 'SqlFunctionCategory.java', 'MapSqlStatisticProvider.java', 'BuiltInMethod.java', 'ElasticsearchMethod.java', 'Primitive.java', 'MongoMethod.java', 'PigDataType.java', 'RedisDataFormat.java', 'RedisDataType.java', 'SparkMethod.java']"
